Id,LotArea,Street,Utilities,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,SaleCondition,SalePrice
729,11475,Pave,AllPub,Norm,Duplex,1Story,5,5,1958,Gable,CompShg,VinylSd,Abnorml,110000
730,6240,Pave,AllPub,Norm,1Fam,1.5Fin,4,5,1925,Gable,CompShg,MetalSd,Normal,103000
731,5389,Pave,AllPub,Norm,TwnhsE,1Story,8,5,1995,Gable,CompShg,CemntBd,Normal,236500
732,9590,Pave,AllPub,Norm,1Fam,SLvl,7,5,2003,Gable,CompShg,VinylSd,Normal,187500
733,11404,Pave,AllPub,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,Normal,222500
734,10000,Pave,AllPub,Feedr,1Fam,1Story,5,6,1961,Hip,CompShg,HdBoard,Normal,131400
735,8978,Pave,AllPub,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,Plywood,Family,108000
736,10800,Pave,AllPub,Norm,1Fam,2.5Unf,7,7,1914,Gable,CompShg,Wd Sdng,Normal,163000
737,8544,Pave,AllPub,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,Stucco,Normal,93500
738,10463,Pave,AllPub,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,Normal,239900
739,10800,Pave,AllPub,Norm,Duplex,1Story,5,5,1987,Gable,CompShg,Plywood,Alloca,179000
740,9313,Pave,AllPub,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,Normal,190000
741,9600,Pave,AllPub,Norm,1Fam,2Story,5,7,1910,Gable,CompShg,Wd Sdng,Abnorml,132000
742,6768,Pave,AllPub,Feedr,1Fam,1Story,6,8,1961,Hip,CompShg,HdBoard,Normal,142000
743,8450,Pave,AllPub,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,Normal,179000
744,12886,Pave,AllPub,Norm,1Fam,SLvl,5,6,1963,Gable,CompShg,HdBoard,Normal,175000
745,5395,Pave,AllPub,Norm,TwnhsE,1Story,8,5,1993,Gable,CompShg,HdBoard,Normal,180000
746,8963,Pave,AllPub,Norm,1Fam,2Story,8,9,1976,Hip,CompShg,VinylSd,Normal,299800
747,8795,Pave,AllPub,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,Normal,236000
748,11700,Pave,AllPub,Norm,1Fam,2Story,7,7,1880,Mansard,CompShg,Stucco,Normal,265979
749,10593,Pave,AllPub,Norm,1Fam,1Story,7,5,1996,Hip,CompShg,VinylSd,Normal,260400
750,8405,Pave,AllPub,Norm,1Fam,1.5Fin,4,3,1945,Gable,CompShg,WdShing,Normal,98000
751,8800,Pave,AllPub,Norm,1Fam,1.5Fin,4,7,1910,Gable,CompShg,Wd Sdng,Normal,96500
752,7750,Pave,AllPub,RRAn,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,Normal,162000
753,9236,Pave,AllPub,Norm,1Fam,1Story,6,5,1997,Gable,CompShg,VinylSd,Normal,217000
754,10240,Pave,AllPub,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,Normal,275500
755,7930,Pave,AllPub,Norm,1Fam,1Story,6,8,1969,Gable,CompShg,Plywood,Normal,156000
756,3230,Pave,AllPub,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,Normal,172500
757,10769,Pave,AllPub,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,Normal,212000
758,11616,Pave,AllPub,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,Abnorml,158900
759,2280,Pave,AllPub,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,Normal,179400
760,12257,Pave,AllPub,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,Normal,290000
761,9100,Pave,AllPub,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,Wd Sdng,Normal,127500
762,6911,Pave,AllPub,Feedr,1Fam,1Story,5,5,1924,Gable,CompShg,Wd Sdng,Normal,100000
763,8640,Pave,AllPub,Norm,1Fam,2Story,7,5,2009,Gable,CompShg,VinylSd,Normal,215200
764,9430,Pave,AllPub,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,Normal,337000
765,9549,Pave,AllPub,Norm,TwnhsE,1Story,8,5,1995,Hip,CompShg,BrkFace,Normal,270000
766,14587,Pave,AllPub,Norm,1Fam,1Story,9,5,2008,Gable,CompShg,VinylSd,Partial,264132
767,10421,Pave,AllPub,Norm,1Fam,2Story,7,5,1988,Gable,CompShg,HdBoard,Normal,196500
768,12508,Pave,AllPub,Norm,1Fam,1.5Fin,6,7,1940,Gable,CompShg,VinylSd,Normal,160000
769,9100,Pave,AllPub,Norm,1Fam,1Story,7,5,2004,Hip,CompShg,VinylSd,Normal,216837
770,53504,Pave,AllPub,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,CemntBd,Normal,538000
771,7252,Pave,AllPub,Norm,1Fam,SFoyer,5,5,1982,Hip,CompShg,Wd Sdng,Normal,134900
772,8877,Pave,AllPub,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,Wd Sdng,Normal,102000
773,7819,Pave,AllPub,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,Plywood,Abnorml,107000
774,10150,Pave,AllPub,Feedr,1Fam,1Story,5,5,1958,Gable,CompShg,Wd Sdng,Normal,114500
775,14226,Pave,AllPub,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,Partial,395000
776,4500,Pave,AllPub,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,Normal,162000
777,11210,Pave,AllPub,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,Partial,221500
778,13350,Pave,AllPub,Norm,1Fam,1Story,5,5,1974,Hip,CompShg,HdBoard,Normal,142500
779,8400,Pave,AllPub,Feedr,Duplex,1Story,5,5,1977,Gable,CompShg,Plywood,Normal,144000
780,10530,Pave,AllPub,Norm,Duplex,SFoyer,6,5,1977,Gable,CompShg,Plywood,Normal,135000
781,7875,Pave,AllPub,Norm,1Fam,1Story,7,5,1995,Gable,CompShg,HdBoard,Normal,176000
782,7153,Pave,AllPub,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,VinylSd,Normal,175900
783,16285,Pave,AllPub,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,Normal,187100
784,9101,Pave,AllPub,Norm,1Fam,SFoyer,5,6,1978,Gable,CompShg,Plywood,Normal,165500
785,6300,Pave,AllPub,Norm,1Fam,2.5Unf,6,6,1914,Gable,CompShg,Wd Sdng,Normal,128000
786,9790,Pave,AllPub,Feedr,1Fam,1Story,6,5,1967,Gable,CompShg,BrkFace,Normal,161500
787,10800,Pave,AllPub,Artery,1Fam,1.5Fin,5,6,1915,Gable,CompShg,MetalSd,Normal,139000
788,10142,Pave,AllPub,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,Normal,233000
789,6000,Pave,AllPub,Norm,1Fam,1Story,4,7,1954,Gable,CompShg,MetalSd,Normal,107900
790,12205,Pave,AllPub,Norm,1Fam,2Story,6,8,1966,Gable,CompShg,HdBoard,Normal,187500
791,3182,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,Normal,160200
792,11333,Pave,AllPub,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,Normal,146800
793,9920,Pave,AllPub,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,MetalSd,Normal,269790
794,9158,Pave,AllPub,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,CemntBd,Partial,225000
795,10832,Pave,AllPub,Norm,1Fam,2Story,7,5,1994,Gable,CompShg,MetalSd,Normal,194500
796,8400,Pave,AllPub,Norm,1Fam,2Story,6,6,1980,Gable,CompShg,HdBoard,Normal,171000
797,8197,Pave,AllPub,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,Normal,143500
798,7677,Pave,AllPub,Norm,1Fam,1Story,5,5,1953,Gable,CompShg,VinylSd,Abnorml,110000
799,13518,Pave,AllPub,Norm,1Fam,2Story,9,5,2008,Hip,CompShg,VinylSd,Partial,485000
800,7200,Pave,AllPub,Feedr,1Fam,1.5Fin,5,7,1937,Gable,CompShg,Wd Sdng,Normal,175000
801,12798,Pave,AllPub,Feedr,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,Normal,200000
802,4800,Pave,AllPub,Norm,1Fam,1Story,4,7,1916,Gable,CompShg,MetalSd,Normal,109900
803,8199,Pave,AllPub,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,WdShing,Normal,189000
804,13891,Pave,AllPub,Norm,1Fam,2Story,9,5,2008,Hip,CompShg,VinylSd,Partial,582933
805,9000,Pave,AllPub,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,Family,118000
806,12274,Pave,AllPub,Norm,1Fam,1Story,7,5,2008,Gable,CompShg,VinylSd,Partial,227680
807,9750,Pave,AllPub,Norm,1Fam,SLvl,5,5,1967,Gable,CompShg,VinylSd,Normal,135500
808,21384,Pave,AllPub,Norm,1Fam,2Story,5,6,1923,Gable,CompShg,Wd Sdng,Normal,223500
809,13400,Pave,AllPub,Norm,1Fam,SLvl,5,5,1966,Gable,CompShg,VinylSd,Normal,159950
810,8100,Pave,AllPub,Norm,1Fam,2.5Unf,5,5,1898,Hip,CompShg,AsbShng,Normal,106000
811,10140,Pave,AllPub,Norm,1Fam,1Story,6,6,1974,Hip,CompShg,HdBoard,Normal,181000
812,4438,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,Normal,144500
813,8712,Grvl,AllPub,Norm,1Fam,1Story,5,5,1952,Hip,CompShg,Wd Sdng,Alloca,55993
814,9750,Pave,AllPub,Norm,1Fam,1Story,6,6,1958,Gable,CompShg,MetalSd,Normal,157900
815,8248,Pave,AllPub,Norm,1Fam,1.5Fin,5,7,1918,Gable,CompShg,Stucco,Normal,116000
816,12137,Pave,AllPub,Norm,1Fam,1Story,7,5,1998,Gable,CompShg,VinylSd,Normal,224900
817,11425,Pave,AllPub,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,BrkFace,Normal,137000
818,13265,Pave,AllPub,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,CemntBd,Normal,271000
819,8816,Pave,AllPub,Norm,1Fam,SLvl,6,7,1971,Gable,CompShg,HdBoard,Normal,155000
820,6371,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2009,Gable,CompShg,VinylSd,Partial,224000
821,7226,Pave,AllPub,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,Normal,183000
822,6000,Pave,AllPub,Norm,2fmCon,1Story,4,4,1953,Gable,CompShg,MetalSd,Normal,93000
823,12394,Pave,AllPub,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,Family,225000
824,9900,Pave,AllPub,Norm,1Fam,1.5Fin,6,7,1940,Gable,CompShg,VinylSd,Normal,139500
825,11216,Pave,AllPub,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Partial,232600
826,14803,Pave,AllPub,PosN,1Fam,1Story,10,5,2007,Hip,CompShg,CemntBd,Partial,385000
827,6130,Pave,AllPub,Norm,1Fam,1.5Unf,5,6,1924,Gable,CompShg,MetalSd,Normal,109500
828,8529,Pave,AllPub,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,Normal,189000
829,28698,Pave,AllPub,Norm,1Fam,2Story,5,5,1967,Flat,Tar&Grv,Plywood,Abnorml,185000
830,2544,Pave,AllPub,Norm,Twnhs,2Story,7,5,2005,Gable,CompShg,MetalSd,Normal,147400
831,11900,Pave,AllPub,Norm,1Fam,1Story,6,5,1957,Gable,CompShg,HdBoard,Normal,166000
832,3180,Pave,AllPub,Norm,TwnhsE,2Story,7,5,2005,Gable,CompShg,MetalSd,Normal,151000
833,9548,Pave,AllPub,Norm,1Fam,2Story,7,6,2003,Gable,CompShg,VinylSd,Normal,237000
834,10004,Pave,AllPub,Norm,1Fam,1Story,6,6,1964,Gable,CompShg,HdBoard,Normal,167000
835,7875,Pave,AllPub,Norm,1Fam,1Story,5,6,1961,Gable,CompShg,VinylSd,Normal,139950
836,9600,Pave,AllPub,Norm,1Fam,1Story,4,7,1950,Gable,CompShg,VinylSd,Normal,128000
837,8100,Pave,AllPub,Norm,1Fam,1Story,5,6,1948,Gable,CompShg,VinylSd,Normal,153500
838,1680,Pave,AllPub,Norm,Twnhs,2Story,6,5,1973,Gable,CompShg,HdBoard,Normal,100000
839,9525,Pave,AllPub,Norm,1Fam,1Story,5,6,1995,Gable,CompShg,VinylSd,Normal,144000
840,11767,Pave,AllPub,Norm,1Fam,1.5Fin,5,6,1946,Gable,CompShg,MetalSd,Normal,130500
841,12155,Pave,AllPub,Norm,1Fam,2Story,6,8,1925,Gable,CompShg,Wd Sdng,Normal,140000
842,10440,Pave,AllPub,Norm,1Fam,2Story,5,8,1904,Gable,CompShg,MetalSd,Normal,157500
843,9020,Pave,AllPub,Norm,1Fam,SLvl,6,7,1966,Gable,CompShg,HdBoard,Normal,174900
844,8000,Pave,AllPub,Artery,Duplex,1Story,5,4,1961,Gable,CompShg,BrkFace,Normal,141000
845,12665,Pave,AllPub,Artery,1Fam,1.5Fin,5,8,1915,Gable,CompShg,Wd Sdng,Normal,153900
846,16647,Pave,AllPub,RRAe,1Fam,SFoyer,5,5,1975,Gable,CompShg,HdBoard,Normal,171000
847,9317,Pave,AllPub,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,Normal,213000
848,15523,Pave,AllPub,Norm,1Fam,1Story,5,6,1972,Gable,CompShg,HdBoard,Normal,133500
849,45600,Pave,AllPub,Norm,1Fam,1.5Fin,6,8,1908,Gable,CompShg,Wd Sdng,Normal,240000
850,9600,Pave,AllPub,Feedr,1Fam,SLvl,6,7,1976,Hip,CompShg,Plywood,Normal,187000
851,4435,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,Normal,131500
852,3196,Pave,AllPub,Norm,TwnhsE,1Story,8,5,2003,Gable,CompShg,VinylSd,Normal,215000
853,7128,Pave,AllPub,Norm,1Fam,2.5Unf,7,5,1941,Gable,CompShg,MetalSd,Normal,164000
854,12095,Pave,AllPub,Norm,1Fam,SLvl,6,6,1964,Gable,CompShg,MetalSd,Normal,158000
855,17920,Pave,AllPub,Norm,1Fam,1Story,5,4,1955,Hip,CompShg,Wd Sdng,Abnorml,170000
856,6897,Pave,AllPub,Norm,1Fam,1Story,5,8,1962,Gable,CompShg,HdBoard,Normal,127000
857,10970,Pave,AllPub,Norm,1Fam,SLvl,6,6,1978,Gable,CompShg,Plywood,Normal,147000
858,8125,Pave,AllPub,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,Normal,174000
859,10400,Pave,AllPub,Norm,1Fam,1Story,7,5,1976,Gable,CompShg,HdBoard,Family,152000
860,11029,Pave,AllPub,PosA,1Fam,2Story,6,7,1968,Gable,CompShg,HdBoard,Normal,250000
861,7642,Pave,AllPub,Norm,1Fam,1.5Fin,7,8,1918,Gable,CompShg,Wd Sdng,Normal,189950
862,11625,Pave,AllPub,Norm,2fmCon,1Story,5,4,1965,Hip,CompShg,Plywood,Normal,131500
863,9672,Pave,AllPub,Norm,1Fam,1Story,6,5,1984,Hip,CompShg,HdBoard,Normal,152000
864,7931,Pave,AllPub,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,BrkFace,Normal,132500
865,8640,Pave,AllPub,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,Partial,250580
866,8750,Pave,AllPub,Norm,1Fam,1Story,5,6,1970,Gable,CompShg,MetalSd,Normal,148500
867,10656,Pave,AllPub,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Partial,248900
868,6970,Pave,AllPub,Feedr,1Fam,1Story,4,5,1961,Gable,CompShg,VinylSd,Normal,129000
869,14762,Pave,AllPub,Feedr,1Fam,2Story,5,6,1948,Gable,CompShg,Plywood,Normal,169000
870,9938,Pave,AllPub,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,MetalSd,Normal,236000
871,6600,Pave,AllPub,PosN,1Fam,1Story,5,5,1962,Hip,CompShg,MetalSd,Normal,109500
872,8750,Pave,AllPub,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,Normal,200500
873,8892,Pave,AllPub,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,WdShing,Normal,116000
874,12144,Pave,AllPub,Norm,1Fam,1Story,5,7,1949,Gable,CompShg,HdBoard,Normal,133000
875,5720,Pave,AllPub,Artery,1Fam,1.5Fin,5,6,1941,Gable,CompShg,Wd Sdng,Abnorml,66500
876,9000,Pave,AllPub,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,CemntBd,Partial,303477
877,25286,Pave,AllPub,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,Normal,132250
878,8834,Pave,AllPub,Norm,1Fam,2Story,9,5,2004,Hip,CompShg,VinylSd,Normal,350000
879,11782,Pave,AllPub,Norm,1Fam,SFoyer,5,7,1961,Gable,CompShg,HdBoard,Normal,148000
880,7000,Pave,AllPub,Norm,1Fam,1Story,5,8,1978,Gable,CompShg,VinylSd,Normal,136500
881,7024,Pave,AllPub,Norm,1Fam,1Story,5,5,2005,Gable,CompShg,VinylSd,Normal,157000
882,13758,Pave,AllPub,Norm,1Fam,1.5Fin,7,5,1990,Gable,CompShg,HdBoard,Normal,187500
883,9636,Pave,AllPub,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,VinylSd,Normal,178000
884,6204,Pave,AllPub,Norm,1Fam,2.5Fin,4,5,1912,Gable,CompShg,Wd Sdng,Normal,118500
885,7150,Pave,AllPub,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,HdBoard,Normal,100000
886,5119,Pave,AllPub,Norm,TwnhsE,1Story,9,5,1999,Gable,CompShg,MetalSd,Abnorml,328900
887,8393,Pave,AllPub,Norm,Duplex,1Story,5,5,1959,Gable,CompShg,MetalSd,Family,145000
888,16466,Pave,AllPub,Norm,1Fam,1.5Fin,5,7,1955,Gable,CompShg,MetalSd,Normal,135500
889,15865,Pave,AllPub,Norm,1Fam,1Story,8,6,1970,Flat,Tar&Grv,Wd Sdng,Normal,268000
890,12160,Pave,AllPub,Feedr,1Fam,1Story,6,4,1953,Hip,CompShg,Wd Sdng,Normal,149500
891,8064,Pave,AllPub,Artery,1Fam,1.5Fin,5,7,1949,Gable,CompShg,MetalSd,Normal,122900
892,11184,Pave,AllPub,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,Normal,172500
893,8414,Pave,AllPub,Norm,1Fam,1Story,6,8,1963,Hip,CompShg,HdBoard,Normal,154500
894,13284,Pave,AllPub,PosN,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,Normal,165000
895,7018,Pave,AllPub,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,Plywood,Alloca,118858
896,7056,Pave,AllPub,Norm,1Fam,2Story,6,5,1963,Hip,CompShg,HdBoard,Normal,140000
897,8765,Pave,AllPub,Norm,1Fam,1Story,4,6,1936,Gable,CompShg,Wd Sdng,Abnorml,106500
898,7018,Pave,AllPub,Feedr,Duplex,2Story,5,5,1979,Gable,CompShg,Plywood,Alloca,142953
899,12919,Pave,AllPub,Norm,1Fam,1Story,9,5,2009,Hip,CompShg,VinylSd,Partial,611657
900,6993,Pave,AllPub,Feedr,1Fam,1Story,5,7,1961,Gable,CompShg,HdBoard,Normal,135000
901,7340,Pave,AllPub,Norm,1Fam,1Story,4,6,1971,Gable,CompShg,HdBoard,Normal,110000
902,8712,Pave,AllPub,Norm,1Fam,1Story,5,7,1957,Hip,CompShg,MetalSd,Normal,153000
903,7875,Pave,AllPub,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,Normal,180000
904,14859,Pave,AllPub,Norm,1Fam,1Story,7,5,2006,Hip,CompShg,VinylSd,Partial,240000
905,6173,Pave,AllPub,Norm,1Fam,1Story,5,6,1967,Gable,CompShg,HdBoard,Normal,125500
906,9920,Pave,AllPub,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,HdBoard,Normal,128000
907,13501,Pave,AllPub,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Normal,255000
908,11500,Pave,AllPub,Norm,1Fam,1.5Fin,7,7,1936,Gable,CompShg,BrkFace,Normal,250000
909,8885,Pave,AllPub,Norm,1Fam,1Story,5,5,1983,Gable,CompShg,HdBoard,Normal,131000
910,12589,Pave,AllPub,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,Normal,174000
911,11600,Pave,AllPub,Feedr,Duplex,2Story,5,5,1960,Gable,CompShg,MetalSd,Normal,154300
912,9286,Pave,AllPub,Norm,1Fam,1Story,5,7,1977,Gable,CompShg,HdBoard,Normal,143500
913,6120,Pave,AllPub,Norm,1Fam,1Story,5,7,1925,Gable,CompShg,MetalSd,Abnorml,88000
914,6270,Pave,AllPub,Norm,Duplex,2Story,5,6,1949,Gable,CompShg,MetalSd,Normal,145000
915,3000,Pave,AllPub,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,Partial,173733
916,2001,Pave,AllPub,Norm,Twnhs,2Story,4,5,1970,Gable,CompShg,CemntBd,Normal,75000
917,9000,Pave,AllPub,Norm,1Fam,1Story,2,3,1949,Gable,CompShg,AsbShng,Abnorml,35311
918,17140,Pave,AllPub,Norm,1Fam,1Story,4,6,1956,Gable,CompShg,VinylSd,Normal,135000
919,13125,Pave,AllPub,Norm,1Fam,2Story,7,5,1991,Gable,CompShg,HdBoard,Normal,238000
920,11029,Pave,AllPub,Norm,1Fam,1Story,6,8,1958,Hip,CompShg,MetalSd,Normal,176500
921,8462,Pave,AllPub,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,Normal,201000
922,8777,Pave,AllPub,Feedr,Duplex,1.5Fin,5,7,1900,Gable,CompShg,MetalSd,Normal,145900
923,10237,Pave,AllPub,RRAn,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,Partial,169990
924,8012,Pave,AllPub,Norm,TwnhsE,1Story,6,5,1993,Gable,CompShg,Plywood,Normal,193000
925,10240,Pave,AllPub,Norm,1Fam,1Story,6,6,1980,Gable,CompShg,Plywood,Normal,207500
926,15611,Pave,AllPub,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,VinylSd,Abnorml,175000
927,11999,Pave,AllPub,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,Normal,285000
928,9900,Pave,AllPub,Feedr,1Fam,2Story,7,5,1968,Gable,CompShg,MetalSd,Normal,176000
929,11838,Pave,AllPub,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,Normal,236500
930,13006,Pave,AllPub,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,HdBoard,Normal,222000
931,8925,Pave,AllPub,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,Normal,201000
932,9100,Pave,AllPub,Norm,1Fam,1Story,5,6,1965,Gable,CompShg,VinylSd,Normal,117500
933,11670,Pave,AllPub,RRNn,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,Normal,320000
934,8487,Pave,AllPub,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,Normal,190000
935,27650,Pave,AllPub,PosA,1Fam,1Story,7,7,1960,Flat,Tar&Grv,Wd Sdng,Normal,242000
936,5825,Pave,AllPub,Norm,1Fam,1Story,4,5,1926,Gable,CompShg,MetalSd,Normal,79900
937,10083,Pave,AllPub,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,Normal,184900
938,9675,Pave,AllPub,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,Normal,253000
939,8760,Pave,AllPub,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,Partial,239799
940,24090,Pave,AllPub,Norm,1Fam,2Story,7,7,1940,Gable,CompShg,MetalSd,Normal,244400
941,12640,Pave,AllPub,Norm,Duplex,1Story,6,5,1976,Gable,CompShg,Plywood,Normal,150900
942,8755,Pave,AllPub,RRNn,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,Normal,214000
943,7711,Pave,AllPub,Norm,Duplex,1Story,4,3,1977,Gable,CompShg,MetalSd,Abnorml,150000
944,25000,Pave,AllPub,Norm,Duplex,1Story,5,4,1967,Gable,CompShg,HdBoard,Normal,143000
945,14375,Pave,NoSeWa,Norm,1Fam,SLvl,6,6,1958,Gable,CompShg,HdBoard,Abnorml,137500
946,8820,Pave,AllPub,Norm,1Fam,1.5Fin,5,6,1890,Hip,CompShg,VinylSd,Normal,124900
947,8163,Pave,AllPub,Norm,1Fam,SLvl,5,6,1959,Gable,CompShg,HdBoard,Normal,143000
948,14536,Pave,AllPub,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,Normal,270000
949,14006,Pave,AllPub,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,Normal,192500
950,9360,Pave,AllPub,Norm,1Fam,1Story,6,7,1972,Hip,CompShg,Plywood,Normal,197500
951,7200,Pave,AllPub,Norm,1Fam,1Story,5,8,1950,Gable,CompShg,VinylSd,Normal,129000
952,7800,Pave,AllPub,Norm,1Fam,1Story,5,5,1965,Gable,CompShg,VinylSd,Abnorml,119900
953,7200,Pave,AllPub,Norm,1Fam,SFoyer,5,8,1972,Gable,CompShg,WdShing,Normal,133900
954,11075,Pave,AllPub,Norm,1Fam,2Story,5,4,1969,Gable,CompShg,HdBoard,Normal,172000
955,9400,Pave,AllPub,Norm,Duplex,SFoyer,6,5,1975,Flat,Tar&Grv,WdShing,AdjLand,127500
956,7136,Pave,AllPub,Norm,Duplex,2Story,6,6,1946,Gable,CompShg,MetalSd,Normal,145000
957,1300,Pave,AllPub,Norm,TwnhsE,2Story,6,6,1980,Gable,CompShg,MetalSd,Normal,124000
958,7420,Pave,AllPub,Norm,1Fam,1Story,5,5,1962,Hip,CompShg,MetalSd,Normal,132000
959,8450,Pave,AllPub,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,Normal,185000
960,2572,Pave,AllPub,Norm,Twnhs,2Story,7,5,1999,Hip,CompShg,MetalSd,Normal,155000
961,7207,Pave,AllPub,Norm,1Fam,1Story,5,7,1958,Gable,CompShg,Wd Sdng,Normal,116500
962,12227,Pave,AllPub,PosN,1Fam,2Story,6,7,1977,Gable,CompShg,HdBoard,Normal,272000
963,2308,Pave,AllPub,Norm,TwnhsE,2Story,6,6,1976,Gable,CompShg,Plywood,Normal,155000
964,11923,Pave,AllPub,Norm,1Fam,1Story,9,5,2007,Gable,CompShg,VinylSd,Normal,239000
965,11316,Pave,AllPub,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,Normal,214900
966,10237,Pave,AllPub,RRAn,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,Partial,178900
967,9600,Pave,AllPub,Norm,1Fam,1.5Fin,5,7,1940,Gable,CompShg,MetalSd,Normal,160000
968,7390,Pave,AllPub,Norm,1Fam,1Story,5,7,1955,Hip,CompShg,Wd Sdng,Normal,135000
969,5925,Pave,AllPub,Norm,1Fam,1.5Fin,3,6,1910,Gable,CompShg,VinylSd,Abnorml,37900
970,10382,Pave,AllPub,Norm,2fmCon,SLvl,6,5,1958,Hip,CompShg,HdBoard,Normal,140000
971,10800,Pave,AllPub,Norm,1Fam,1.5Fin,4,4,1949,Gable,CompShg,AsbShng,Abnorml,135000
